locus_tag	ftype	length_bp	gene	EC_number	COG	product
HPFNLEKH_04237	CDS	207				hypothetical protein
HPFNLEKH_04238	gene	642				
HPFNLEKH_04238	CDS	642				hypothetical protein
HPFNLEKH_04239	gene	492				
HPFNLEKH_04239	CDS	492				hypothetical protein
HPFNLEKH_04240	gene	342				
HPFNLEKH_04240	CDS	342				hypothetical protein
HPFNLEKH_04241	gene	249	hybG			
HPFNLEKH_04241	CDS	249	hybG		COG0298	Hydrogenase maturation factor HybG
HPFNLEKH_04242	gene	294	hypF			
HPFNLEKH_04242	CDS	294	hypF	6.2.-.-	COG0068	Carbamoyltransferase HypF
HPFNLEKH_04243	gene	525				
HPFNLEKH_04243	CDS	525		1.6.3.5		Renalase
HPFNLEKH_04244	gene	459				
HPFNLEKH_04244	CDS	459				hypothetical protein
HPFNLEKH_04245	gene	735	tzs			
HPFNLEKH_04245	CDS	735	tzs	2.5.1.27		Adenylate dimethylallyltransferase
HPFNLEKH_04246	gene	468				
HPFNLEKH_04246	CDS	468				hypothetical protein
HPFNLEKH_04247	gene	657	sspA			
HPFNLEKH_04247	CDS	657	sspA		COG0625	Stringent starvation protein A 
HPFNLEKH_04248	gene	171				
HPFNLEKH_04248	CDS	171				hypothetical protein
HPFNLEKH_04249	gene	249				
HPFNLEKH_04249	CDS	249				hypothetical protein
HPFNLEKH_04250	gene	678	cpoB_7			
HPFNLEKH_04250	CDS	678	cpoB_7			Cell division coordinator CpoB
HPFNLEKH_04251	gene	651	tenA			
HPFNLEKH_04251	CDS	651	tenA	3.5.99.2	COG0819	Aminopyrimidine aminohydrolase
HPFNLEKH_04252	gene	447				
HPFNLEKH_04252	CDS	447		3.1.2.28		1,4-dihydroxy-2-naphthoyl-CoA hydrolase
HPFNLEKH_04253	gene	189				
HPFNLEKH_04253	CDS	189				hypothetical protein
HPFNLEKH_04254	gene	162				
HPFNLEKH_04254	CDS	162				hypothetical protein
HPFNLEKH_04255	gene	810				
HPFNLEKH_04255	CDS	810				hypothetical protein
HPFNLEKH_04256	gene	207				
HPFNLEKH_04256	CDS	207				hypothetical protein
HPFNLEKH_04257	gene	432				
HPFNLEKH_04257	CDS	432				hypothetical protein
HPFNLEKH_04258	gene	630				
HPFNLEKH_04258	CDS	630				hypothetical protein
HPFNLEKH_04259	gene	396				
HPFNLEKH_04259	CDS	396				hypothetical protein
HPFNLEKH_04260	gene	390				
HPFNLEKH_04260	CDS	390				hypothetical protein
HPFNLEKH_04261	gene	564	rcsC_33			
HPFNLEKH_04261	CDS	564	rcsC_33	2.7.13.3		Sensor histidine kinase RcsC
HPFNLEKH_04262	gene	654				
HPFNLEKH_04262	CDS	654				hypothetical protein
HPFNLEKH_04263	gene	807				
HPFNLEKH_04263	CDS	807				hypothetical protein
HPFNLEKH_04264	gene	717	rssB_4			
HPFNLEKH_04264	CDS	717	rssB_4			Regulator of RpoS
HPFNLEKH_04265	gene	333				
HPFNLEKH_04265	CDS	333				hypothetical protein
HPFNLEKH_04266	gene	462				
HPFNLEKH_04266	CDS	462				hypothetical protein
HPFNLEKH_04267	gene	489				
HPFNLEKH_04267	CDS	489				hypothetical protein
HPFNLEKH_04268	gene	111				
HPFNLEKH_04268	CDS	111				hypothetical protein
HPFNLEKH_04269	gene	108				
HPFNLEKH_04269	CDS	108				hypothetical protein
HPFNLEKH_04270	gene	513				
HPFNLEKH_04270	CDS	513				hypothetical protein
HPFNLEKH_04271	gene	780				
HPFNLEKH_04271	CDS	780				hypothetical protein
HPFNLEKH_04272	gene	486				
HPFNLEKH_04272	CDS	486				hypothetical protein
HPFNLEKH_04273	gene	336				
HPFNLEKH_04273	CDS	336				hypothetical protein
HPFNLEKH_04274	gene	558	pkwA_8			
HPFNLEKH_04274	CDS	558	pkwA_8	2.7.11.1		putative serine/threonine-protein kinase PkwA
HPFNLEKH_04275	gene	711	aroF_4			
HPFNLEKH_04275	CDS	711	aroF_4	2.5.1.54	COG2876	Phospho-2-dehydro-3-deoxyheptonate aldolase
HPFNLEKH_04276	gene	621				
HPFNLEKH_04276	CDS	621				hypothetical protein
HPFNLEKH_04277	gene	483				
HPFNLEKH_04277	CDS	483				hypothetical protein
HPFNLEKH_04278	gene	312	ccmK			
HPFNLEKH_04278	CDS	312	ccmK		COG4577	Carbon dioxide-concentrating mechanism protein CcmK
HPFNLEKH_04279	gene	354	ccmK4			
HPFNLEKH_04279	CDS	354	ccmK4			Carbon dioxide-concentrating mechanism protein CcmK 
HPFNLEKH_04280	gene	588				
HPFNLEKH_04280	CDS	588				hypothetical protein
HPFNLEKH_04281	gene	303				
HPFNLEKH_04281	CDS	303				hypothetical protein
HPFNLEKH_04282	gene	225				
HPFNLEKH_04282	CDS	225				hypothetical protein
HPFNLEKH_04283	gene	678	wcaJ			
HPFNLEKH_04283	CDS	678	wcaJ	2.7.8.31	COG2148	UDP-glucose:undecaprenyl-phosphate glucose-1-phosphate transferase
HPFNLEKH_04284	gene	132				
HPFNLEKH_04284	CDS	132				hypothetical protein
HPFNLEKH_04285	gene	291				
HPFNLEKH_04285	CDS	291				hypothetical protein
HPFNLEKH_04286	gene	267				
HPFNLEKH_04286	CDS	267				hypothetical protein
HPFNLEKH_04287	gene	552	hisS			
HPFNLEKH_04287	CDS	552	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
HPFNLEKH_04288	gene	402				
HPFNLEKH_04288	CDS	402				hypothetical protein
HPFNLEKH_04289	gene	135				
HPFNLEKH_04289	CDS	135				hypothetical protein
HPFNLEKH_04290	gene	621				
HPFNLEKH_04290	CDS	621				hypothetical protein
HPFNLEKH_04291	gene	168				
HPFNLEKH_04291	CDS	168				hypothetical protein
HPFNLEKH_04292	gene	345				
HPFNLEKH_04292	CDS	345				hypothetical protein
HPFNLEKH_04293	gene	378				
HPFNLEKH_04293	CDS	378				hypothetical protein
HPFNLEKH_04294	gene	192				
HPFNLEKH_04294	CDS	192				hypothetical protein
HPFNLEKH_04295	gene	555	dps_3			
HPFNLEKH_04295	CDS	555	dps_3	1.16.-.-	COG0783	DNA protection during starvation protein
HPFNLEKH_04296	gene	579				
HPFNLEKH_04296	CDS	579				hypothetical protein
HPFNLEKH_04297	gene	489				
HPFNLEKH_04297	CDS	489				hypothetical protein
HPFNLEKH_04298	gene	318				
HPFNLEKH_04298	CDS	318				hypothetical protein
HPFNLEKH_04299	gene	417	pchR_2			
HPFNLEKH_04299	CDS	417	pchR_2		COG2207	Regulatory protein PchR
HPFNLEKH_04300	gene	651				
HPFNLEKH_04300	CDS	651				hypothetical protein
HPFNLEKH_04301	gene	372				
HPFNLEKH_04301	CDS	372				hypothetical protein
HPFNLEKH_04302	gene	285				
HPFNLEKH_04302	CDS	285				hypothetical protein
HPFNLEKH_04303	gene	582				
HPFNLEKH_04303	CDS	582				hypothetical protein
HPFNLEKH_04304	gene	303				
HPFNLEKH_04304	CDS	303				hypothetical protein
HPFNLEKH_04305	gene	159				
HPFNLEKH_04305	CDS	159				hypothetical protein
HPFNLEKH_04306	gene	705				
HPFNLEKH_04306	CDS	705				hypothetical protein
HPFNLEKH_04307	gene	402	cntO_3			
HPFNLEKH_04307	CDS	402	cntO_3			Metal-pseudopaline receptor CntO
HPFNLEKH_04308	gene	255				
HPFNLEKH_04308	CDS	255				hypothetical protein
HPFNLEKH_04309	gene	720	cmoA			
HPFNLEKH_04309	CDS	720	cmoA	2.1.3.-		Carboxy-S-adenosyl-L-methionine synthase
HPFNLEKH_04310	gene	471				
HPFNLEKH_04310	CDS	471				hypothetical protein
HPFNLEKH_04311	gene	177	ARG7			
HPFNLEKH_04311	CDS	177	ARG7	2.3.1.1		Arginine biosynthesis bifunctional protein ArgJ, chloroplastic
HPFNLEKH_04312	gene	534	infC_2			
HPFNLEKH_04312	CDS	534	infC_2			Translation initiation factor IF-3
HPFNLEKH_04313	gene	774	zupT			
HPFNLEKH_04313	CDS	774	zupT		COG0428	Zinc transporter ZupT
HPFNLEKH_04314	gene	747	livF_3			
HPFNLEKH_04314	CDS	747	livF_3		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
HPFNLEKH_04315	gene	432				
HPFNLEKH_04315	CDS	432				hypothetical protein
HPFNLEKH_04316	gene	477				
HPFNLEKH_04316	CDS	477				hypothetical protein
HPFNLEKH_04317	gene	408				
HPFNLEKH_04317	CDS	408				hypothetical protein
HPFNLEKH_04318	gene	390	gvpC			
HPFNLEKH_04318	CDS	390	gvpC			Gas vesicle protein C
HPFNLEKH_04319	gene	390				
HPFNLEKH_04319	CDS	390				hypothetical protein
HPFNLEKH_04320	gene	258				
HPFNLEKH_04320	CDS	258				hypothetical protein
HPFNLEKH_04321	gene	114				
HPFNLEKH_04321	CDS	114				hypothetical protein
HPFNLEKH_04322	gene	264				
HPFNLEKH_04322	CDS	264				hypothetical protein
HPFNLEKH_04323	gene	153				
HPFNLEKH_04323	CDS	153				hypothetical protein
HPFNLEKH_04324	gene	219				
HPFNLEKH_04324	CDS	219				hypothetical protein
HPFNLEKH_04325	gene	540	glcK			
HPFNLEKH_04325	CDS	540	glcK	2.7.1.2	COG1940	Glucokinase
HPFNLEKH_04326	gene	618				
HPFNLEKH_04326	CDS	618				hypothetical protein
HPFNLEKH_04327	gene	651				
HPFNLEKH_04327	CDS	651		1.8.3.7	COG1262	Formylglycine-generating enzyme
HPFNLEKH_04328	gene	453				
HPFNLEKH_04328	CDS	453				hypothetical protein
HPFNLEKH_04329	gene	510	recR			
HPFNLEKH_04329	CDS	510	recR		COG0353	Recombination protein RecR
HPFNLEKH_04330	gene	324				
HPFNLEKH_04330	CDS	324				hypothetical protein
HPFNLEKH_04331	gene	327				
HPFNLEKH_04331	CDS	327				hypothetical protein
HPFNLEKH_04332	gene	648	fimA			
HPFNLEKH_04332	CDS	648	fimA		COG0803	Manganese ABC transporter substrate-binding lipoprotein
HPFNLEKH_04333	gene	105				
HPFNLEKH_04333	CDS	105				hypothetical protein
HPFNLEKH_04334	gene	486	apcA1_2			
HPFNLEKH_04334	CDS	486	apcA1_2			Allophycocyanin subunit alpha 1
HPFNLEKH_04335	gene	696				
HPFNLEKH_04335	CDS	696		1.13.11.75		Apocarotenoid-15,15'-oxygenase
HPFNLEKH_04336	gene	237				
HPFNLEKH_04336	CDS	237				hypothetical protein
HPFNLEKH_04337	gene	366	menD			
HPFNLEKH_04337	CDS	366	menD	2.2.1.9		2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
HPFNLEKH_04338	gene	582				
HPFNLEKH_04338	CDS	582				hypothetical protein
HPFNLEKH_04339	gene	486				
HPFNLEKH_04339	CDS	486				hypothetical protein
HPFNLEKH_04340	gene	213				
HPFNLEKH_04340	CDS	213				hypothetical protein
HPFNLEKH_04341	gene	255	nucH			
HPFNLEKH_04341	CDS	255	nucH	3.1.31.1		Thermonuclease
HPFNLEKH_04342	gene	144				
HPFNLEKH_04342	CDS	144				hypothetical protein
HPFNLEKH_04343	gene	333	torS			
HPFNLEKH_04343	CDS	333	torS	2.7.13.3	COG0784	Sensor protein TorS
HPFNLEKH_04344	gene	633				
HPFNLEKH_04344	CDS	633				hypothetical protein
HPFNLEKH_04345	gene	618				
HPFNLEKH_04345	CDS	618				hypothetical protein
HPFNLEKH_04346	gene	525				
HPFNLEKH_04346	CDS	525				hypothetical protein
HPFNLEKH_04347	gene	297	nucA_3			
HPFNLEKH_04347	CDS	297	nucA_3	3.1.30.-		Nuclease
HPFNLEKH_04348	gene	249	nucA_4			
HPFNLEKH_04348	CDS	249	nucA_4	3.1.30.-		Nuclease
HPFNLEKH_04349	gene	135				
HPFNLEKH_04349	CDS	135				hypothetical protein
HPFNLEKH_04350	gene	174				
HPFNLEKH_04350	CDS	174				hypothetical protein
HPFNLEKH_04351	gene	285				
HPFNLEKH_04351	CDS	285				hypothetical protein
HPFNLEKH_04352	gene	315				
HPFNLEKH_04352	CDS	315				hypothetical protein
HPFNLEKH_04353	gene	507				
HPFNLEKH_04353	CDS	507				hypothetical protein
HPFNLEKH_04354	gene	561				
HPFNLEKH_04354	CDS	561				hypothetical protein
HPFNLEKH_04355	gene	612				
HPFNLEKH_04355	CDS	612				hypothetical protein
HPFNLEKH_04356	gene	129				
HPFNLEKH_04356	CDS	129				hypothetical protein
HPFNLEKH_04357	gene	354				
HPFNLEKH_04357	CDS	354				hypothetical protein
HPFNLEKH_04358	gene	738				
HPFNLEKH_04358	CDS	738				hypothetical protein
HPFNLEKH_04359	gene	435				
HPFNLEKH_04359	CDS	435				hypothetical protein
HPFNLEKH_04360	gene	594				
HPFNLEKH_04360	CDS	594				hypothetical protein
HPFNLEKH_04361	gene	390				
HPFNLEKH_04361	CDS	390				hypothetical protein
HPFNLEKH_04362	gene	165				
HPFNLEKH_04362	CDS	165				hypothetical protein
HPFNLEKH_04363	gene	495				
HPFNLEKH_04363	CDS	495				hypothetical protein
HPFNLEKH_04364	gene	234				
HPFNLEKH_04364	CDS	234				hypothetical protein
HPFNLEKH_04365	gene	73				
HPFNLEKH_04365	tRNA	73				tRNA-Arg(tct)
HPFNLEKH_04366	gene	75				
HPFNLEKH_04366	tRNA	75				tRNA-Ala(tgc)
HPFNLEKH_04367	gene	76				
HPFNLEKH_04367	tRNA	76				tRNA-His(gtg)
HPFNLEKH_04368	gene	216				
HPFNLEKH_04368	CDS	216				hypothetical protein
HPFNLEKH_04369	gene	309				
HPFNLEKH_04369	CDS	309				hypothetical protein
HPFNLEKH_04370	gene	471				
HPFNLEKH_04370	CDS	471				hypothetical protein
HPFNLEKH_04371	gene	165				
HPFNLEKH_04371	CDS	165				hypothetical protein
HPFNLEKH_04372	gene	231				
HPFNLEKH_04372	CDS	231				hypothetical protein
HPFNLEKH_04373	gene	549				
HPFNLEKH_04373	CDS	549				hypothetical protein
HPFNLEKH_04374	gene	303				
HPFNLEKH_04374	CDS	303				hypothetical protein
HPFNLEKH_04375	gene	216				
HPFNLEKH_04375	CDS	216				hypothetical protein
HPFNLEKH_04376	gene	684				
HPFNLEKH_04376	CDS	684			COG0664	Cyclic AMP receptor protein
HPFNLEKH_04377	gene	111				
HPFNLEKH_04377	CDS	111				hypothetical protein
HPFNLEKH_04378	gene	342				
HPFNLEKH_04378	CDS	342				hypothetical protein
HPFNLEKH_04379	gene	486	eis			
HPFNLEKH_04379	CDS	486	eis	2.3.1.-		N-acetyltransferase Eis
HPFNLEKH_04380	gene	639				
HPFNLEKH_04380	CDS	639				hypothetical protein
HPFNLEKH_04381	gene	528				
HPFNLEKH_04381	CDS	528				hypothetical protein
HPFNLEKH_04382	gene	414				
HPFNLEKH_04382	CDS	414				hypothetical protein
HPFNLEKH_04383	gene	99				
HPFNLEKH_04383	CDS	99				hypothetical protein
HPFNLEKH_04384	gene	480	bcp_3			
HPFNLEKH_04384	CDS	480	bcp_3	1.11.1.15	COG1225	Putative peroxiredoxin bcp
HPFNLEKH_04385	gene	561				
HPFNLEKH_04385	CDS	561				hypothetical protein
HPFNLEKH_04386	gene	393	gcvH			
HPFNLEKH_04386	CDS	393	gcvH			Glycine cleavage system H protein
HPFNLEKH_04387	gene	531				
HPFNLEKH_04387	CDS	531				hypothetical protein
HPFNLEKH_04388	gene	354	btuD_9			
HPFNLEKH_04388	CDS	354	btuD_9	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
HPFNLEKH_04389	gene	663				
HPFNLEKH_04389	CDS	663				hypothetical protein
HPFNLEKH_04390	gene	549	ilvH			
HPFNLEKH_04390	CDS	549	ilvH	2.2.1.6	COG0440	Putative acetolactate synthase small subunit
HPFNLEKH_04391	gene	153				
HPFNLEKH_04391	CDS	153				hypothetical protein
HPFNLEKH_04392	gene	618				
HPFNLEKH_04392	CDS	618				hypothetical protein
HPFNLEKH_04393	gene	204				
HPFNLEKH_04393	CDS	204				hypothetical protein
HPFNLEKH_04394	gene	309				
HPFNLEKH_04394	CDS	309				hypothetical protein
HPFNLEKH_04395	gene	237				
HPFNLEKH_04395	CDS	237				hypothetical protein
HPFNLEKH_04396	gene	246	psaC			
HPFNLEKH_04396	CDS	246	psaC	1.97.1.12	COG1145	Photosystem I iron-sulfur center
HPFNLEKH_04397	gene	513				
HPFNLEKH_04397	CDS	513				hypothetical protein
HPFNLEKH_04398	gene	645	hisG			
HPFNLEKH_04398	CDS	645	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
HPFNLEKH_04399	gene	699				
HPFNLEKH_04399	CDS	699				hypothetical protein
HPFNLEKH_04400	gene	714				
HPFNLEKH_04400	CDS	714				hypothetical protein
HPFNLEKH_04401	gene	192				
HPFNLEKH_04401	CDS	192				hypothetical protein
HPFNLEKH_04402	gene	600				
HPFNLEKH_04402	CDS	600				hypothetical protein
HPFNLEKH_04403	gene	360				
HPFNLEKH_04403	CDS	360				hypothetical protein
HPFNLEKH_04404	gene	180				
HPFNLEKH_04404	CDS	180				hypothetical protein
HPFNLEKH_04405	gene	462				
HPFNLEKH_04405	CDS	462				hypothetical protein
HPFNLEKH_04406	gene	636				
HPFNLEKH_04406	CDS	636				hypothetical protein
HPFNLEKH_04407	gene	549				
HPFNLEKH_04407	CDS	549				hypothetical protein
HPFNLEKH_04408	gene	645				
HPFNLEKH_04408	CDS	645				hypothetical protein
HPFNLEKH_04409	gene	357	btuD_10			
HPFNLEKH_04409	CDS	357	btuD_10	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
HPFNLEKH_04410	gene	270	ecfA3			
HPFNLEKH_04410	CDS	270	ecfA3	3.6.3.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA3
HPFNLEKH_04411	gene	696				
HPFNLEKH_04411	CDS	696				hypothetical protein
HPFNLEKH_04412	gene	411	lgrD_1			
HPFNLEKH_04412	CDS	411	lgrD_1			Linear gramicidin synthase subunit D
HPFNLEKH_04413	gene	585				
HPFNLEKH_04413	CDS	585				hypothetical protein
HPFNLEKH_04414	gene	288				
HPFNLEKH_04414	CDS	288				hypothetical protein
HPFNLEKH_04415	gene	288				
HPFNLEKH_04415	CDS	288				hypothetical protein
HPFNLEKH_04416	gene	294				
HPFNLEKH_04416	CDS	294				hypothetical protein
HPFNLEKH_04417	gene	207				
HPFNLEKH_04417	CDS	207				hypothetical protein
HPFNLEKH_04418	gene	156				
HPFNLEKH_04418	CDS	156				hypothetical protein
HPFNLEKH_04419	gene	489				
HPFNLEKH_04419	CDS	489				hypothetical protein
HPFNLEKH_04420	gene	147				
HPFNLEKH_04420	CDS	147				hypothetical protein
HPFNLEKH_04421	gene	171				
HPFNLEKH_04421	CDS	171				hypothetical protein
HPFNLEKH_04422	gene	651	folE_2			
HPFNLEKH_04422	CDS	651	folE_2	3.5.4.16	COG0302	GTP cyclohydrolase 1
HPFNLEKH_04423	gene	177	pip			
HPFNLEKH_04423	CDS	177	pip	3.4.11.5		Proline iminopeptidase
HPFNLEKH_04424	gene	165				
HPFNLEKH_04424	CDS	165				hypothetical protein
HPFNLEKH_04425	gene	582				
HPFNLEKH_04425	CDS	582				hypothetical protein
HPFNLEKH_04426	gene	372	ddc			
HPFNLEKH_04426	CDS	372	ddc	4.1.1.86	COG0076	L-2,4-diaminobutyrate decarboxylase
HPFNLEKH_04427	gene	489	cmpD_3			
HPFNLEKH_04427	CDS	489	cmpD_3	3.6.3.-		Bicarbonate transport ATP-binding protein CmpD
HPFNLEKH_04428	gene	696				
HPFNLEKH_04428	rRNA	696				16S ribosomal RNA (partial)
HPFNLEKH_04429	gene	357				
HPFNLEKH_04429	CDS	357				hypothetical protein
HPFNLEKH_04430	gene	654				
HPFNLEKH_04430	CDS	654				hypothetical protein
HPFNLEKH_04431	gene	576	yrhH			
HPFNLEKH_04431	CDS	576	yrhH	2.1.1.-	COG0500	Putative methyltransferase YrhH
HPFNLEKH_04432	gene	237				
HPFNLEKH_04432	CDS	237				hypothetical protein
HPFNLEKH_04433	gene	465				
HPFNLEKH_04433	CDS	465				hypothetical protein
HPFNLEKH_04434	gene	534	pgmB			
HPFNLEKH_04434	CDS	534	pgmB	5.4.2.6	COG0637	Beta-phosphoglucomutase
HPFNLEKH_04435	gene	237				
HPFNLEKH_04435	CDS	237				hypothetical protein
HPFNLEKH_04436	gene	501	rimM			
HPFNLEKH_04436	CDS	501	rimM		COG0806	Ribosome maturation factor RimM
HPFNLEKH_04437	gene	348	ltxB_3			
HPFNLEKH_04437	CDS	348	ltxB_3	7.4.2.5	COG2274	Leukotoxin export ATP-binding protein LtxB
HPFNLEKH_04438	gene	282				
HPFNLEKH_04438	CDS	282				hypothetical protein
HPFNLEKH_04439	gene	603				
HPFNLEKH_04439	CDS	603				hypothetical protein
HPFNLEKH_04440	gene	525				
HPFNLEKH_04440	CDS	525				hypothetical protein
HPFNLEKH_04441	gene	255				
HPFNLEKH_04441	CDS	255				hypothetical protein
HPFNLEKH_04442	gene	603	nahK			
HPFNLEKH_04442	CDS	603	nahK	2.7.1.162		N-acetylhexosamine 1-kinase
HPFNLEKH_04443	gene	600				
HPFNLEKH_04443	CDS	600				hypothetical protein
HPFNLEKH_04444	gene	558	yknY_2			
HPFNLEKH_04444	CDS	558	yknY_2	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
HPFNLEKH_04445	gene	231				
HPFNLEKH_04445	CDS	231				hypothetical protein
HPFNLEKH_04446	gene	453	hspA_2			
HPFNLEKH_04446	CDS	453	hspA_2		COG0071	Spore protein SP21
HPFNLEKH_04447	gene	468	slyA			
HPFNLEKH_04447	CDS	468	slyA			Transcriptional regulator SlyA
HPFNLEKH_04448	gene	432				
HPFNLEKH_04448	CDS	432				hypothetical protein
HPFNLEKH_04449	gene	375				
HPFNLEKH_04449	CDS	375				hypothetical protein
HPFNLEKH_04450	gene	135				
HPFNLEKH_04450	CDS	135				hypothetical protein
HPFNLEKH_04451	gene	489	sasA_18			
HPFNLEKH_04451	CDS	489	sasA_18	2.7.-.-		Adaptive-response sensory-kinase SasA
HPFNLEKH_04452	gene	633	lhgD			
HPFNLEKH_04452	CDS	633	lhgD	1.1.5.-	COG0579	L-2-hydroxyglutarate dehydrogenase
HPFNLEKH_04453	gene	243				
HPFNLEKH_04453	CDS	243				hypothetical protein
HPFNLEKH_04454	gene	444	iscR			
HPFNLEKH_04454	CDS	444	iscR		COG1959	HTH-type transcriptional regulator IscR
HPFNLEKH_04455	gene	546				
HPFNLEKH_04455	CDS	546				hypothetical protein
HPFNLEKH_04456	gene	618				
HPFNLEKH_04456	CDS	618				hypothetical protein
HPFNLEKH_04457	gene	516				
HPFNLEKH_04457	CDS	516				hypothetical protein
HPFNLEKH_04458	gene	612				
HPFNLEKH_04458	CDS	612				hypothetical protein
HPFNLEKH_04459	gene	546	COQ5_11			
HPFNLEKH_04459	CDS	546	COQ5_11	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
HPFNLEKH_04460	gene	594				
HPFNLEKH_04460	CDS	594				hypothetical protein
HPFNLEKH_04461	gene	246				
HPFNLEKH_04461	CDS	246				hypothetical protein
HPFNLEKH_04462	gene	282				
HPFNLEKH_04462	CDS	282				hypothetical protein
HPFNLEKH_04463	gene	390				
HPFNLEKH_04463	CDS	390				hypothetical protein
HPFNLEKH_04464	gene	210				
HPFNLEKH_04464	CDS	210				hypothetical protein
HPFNLEKH_04465	gene	270				
HPFNLEKH_04465	CDS	270				hypothetical protein
HPFNLEKH_04466	gene	192				
HPFNLEKH_04466	CDS	192				hypothetical protein
HPFNLEKH_04467	gene	603				
HPFNLEKH_04467	CDS	603				hypothetical protein
HPFNLEKH_04468	gene	249				
HPFNLEKH_04468	CDS	249				hypothetical protein
HPFNLEKH_04469	gene	213				
HPFNLEKH_04469	CDS	213				hypothetical protein
HPFNLEKH_04470	gene	201				
HPFNLEKH_04470	CDS	201				hypothetical protein
HPFNLEKH_04471	gene	483				
HPFNLEKH_04471	CDS	483				hypothetical protein
HPFNLEKH_04472	gene	171				
HPFNLEKH_04472	CDS	171				hypothetical protein
HPFNLEKH_04473	gene	165				
HPFNLEKH_04473	CDS	165			COG1773	Rubredoxin
HPFNLEKH_04474	gene	468	gabT			
HPFNLEKH_04474	CDS	468	gabT	2.6.1.19	COG0160	4-aminobutyrate aminotransferase
HPFNLEKH_04475	gene	156				
HPFNLEKH_04475	CDS	156				hypothetical protein
HPFNLEKH_04476	gene	285				
HPFNLEKH_04476	CDS	285				hypothetical protein
HPFNLEKH_04477	gene	432	pchA			
HPFNLEKH_04477	CDS	432	pchA	5.4.4.2	COG1169	Salicylate biosynthesis isochorismate synthase
HPFNLEKH_04478	gene	363	cmpA			
HPFNLEKH_04478	CDS	363	cmpA			Bicarbonate-binding protein CmpA
HPFNLEKH_04479	gene	120				
HPFNLEKH_04479	CDS	120				hypothetical protein
HPFNLEKH_04480	gene	420	mprA_5			
HPFNLEKH_04480	CDS	420	mprA_5		COG0745	Response regulator MprA
HPFNLEKH_04481	gene	531	lutA			
HPFNLEKH_04481	CDS	531	lutA		COG0247	Lactate utilization protein A
HPFNLEKH_04482	gene	225				
HPFNLEKH_04482	CDS	225				hypothetical protein
HPFNLEKH_04483	gene	351				
HPFNLEKH_04483	CDS	351				hypothetical protein
HPFNLEKH_04484	gene	552				
HPFNLEKH_04484	CDS	552				hypothetical protein
HPFNLEKH_04485	gene	216				
HPFNLEKH_04485	CDS	216				hypothetical protein
HPFNLEKH_04486	gene	180				
HPFNLEKH_04486	CDS	180				hypothetical protein
HPFNLEKH_04487	gene	492	msrA_2			
HPFNLEKH_04487	CDS	492	msrA_2	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA
HPFNLEKH_04488	gene	504				
HPFNLEKH_04488	CDS	504				hypothetical protein
HPFNLEKH_04489	gene	74				
HPFNLEKH_04489	tRNA	74				tRNA-Pro(ggg)
HPFNLEKH_04490	gene	366				
HPFNLEKH_04490	CDS	366				hypothetical protein
HPFNLEKH_04491	gene	267				
HPFNLEKH_04491	CDS	267				hypothetical protein
HPFNLEKH_04492	gene	297				
HPFNLEKH_04492	CDS	297				hypothetical protein
HPFNLEKH_04493	gene	438	yedY1_2			
HPFNLEKH_04493	CDS	438	yedY1_2		COG2041	Putative protein-methionine-sulfoxide reductase subunit YedZ1
HPFNLEKH_04494	gene	195				
HPFNLEKH_04494	CDS	195				hypothetical protein
HPFNLEKH_04495	gene	195				
HPFNLEKH_04495	CDS	195				hypothetical protein
HPFNLEKH_04496	gene	279				
HPFNLEKH_04496	CDS	279				hypothetical protein
HPFNLEKH_04497	gene	495	surA			
HPFNLEKH_04497	CDS	495	surA	5.2.1.8		Chaperone SurA
HPFNLEKH_04498	gene	513	mrcA_2			
HPFNLEKH_04498	CDS	513	mrcA_2		COG5009	Penicillin-binding protein 1A
HPFNLEKH_04499	gene	522				
HPFNLEKH_04499	CDS	522				hypothetical protein
HPFNLEKH_04500	gene	195				
HPFNLEKH_04500	CDS	195				hypothetical protein
HPFNLEKH_04501	gene	492				
HPFNLEKH_04501	CDS	492				hypothetical protein
HPFNLEKH_04502	gene	612	dnaJ_6			
HPFNLEKH_04502	CDS	612	dnaJ_6			Chaperone protein DnaJ
HPFNLEKH_04503	gene	189				
HPFNLEKH_04503	CDS	189				hypothetical protein
HPFNLEKH_04504	gene	114				
HPFNLEKH_04504	CDS	114				hypothetical protein
HPFNLEKH_04505	gene	423	ftsH_5			
HPFNLEKH_04505	CDS	423	ftsH_5	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
HPFNLEKH_04506	gene	324				
HPFNLEKH_04506	CDS	324				hypothetical protein
HPFNLEKH_04507	gene	207				
HPFNLEKH_04507	CDS	207				hypothetical protein
HPFNLEKH_04508	gene	156				
HPFNLEKH_04508	CDS	156				hypothetical protein
HPFNLEKH_04509	gene	243				
